@relation spiel-weka.filters.unsupervised.attribute.Remove-R2_predicted

@attribute Verein numeric
@attribute Spieltag numeric
@attribute letzte3Tore numeric
@attribute letzte3GTore numeric
@attribute niederlagen5 numeric
@attribute siege5 numeric
@attribute draws5 numeric
@attribute predictedreal_outcome {Sieg,Unentschieden,Niederlage}
@attribute real_outcome {Sieg,Unentschieden,Niederlage}

@data
28,21,3,5,1,2,2,Unentschieden,Niederlage
11,13,3,7,3,0,2,Unentschieden,Niederlage
53,15,3,6,3,2,0,Unentschieden,Niederlage
4,31,5,1,0,3,2,Sieg,Niederlage
20,15,9,3,3,2,0,Sieg,Niederlage
9,28,3,6,2,1,2,Unentschieden,Niederlage
25,26,2,2,3,1,1,Unentschieden,Sieg
22,31,5,2,1,1,3,Sieg,Sieg
19,9,8,1,0,3,2,Sieg,Sieg
36,23,4,6,4,0,1,Unentschieden,Sieg
4,30,3,1,0,3,2,Sieg,Sieg
11,25,2,6,3,0,2,Unentschieden,Sieg
8,7,1,4,2,1,2,Unentschieden,Sieg
1,23,10,0,0,5,0,Sieg,Sieg
37,8,5,3,1,4,0,Sieg,Sieg
41,4,5,2,0,2,1,Sieg,Sieg
21,10,3,5,2,2,1,Unentschieden,Sieg
38,33,5,2,0,3,2,Sieg,Sieg
19,29,3,0,0,3,2,Sieg,Sieg
24,14,5,6,2,2,1,Unentschieden,Sieg
43,11,3,3,3,1,1,Unentschieden,Sieg
23,19,6,5,3,1,1,Unentschieden,Sieg
39,11,11,1,1,2,2,Sieg,Sieg
2,20,5,5,2,1,2,Sieg,Sieg
39,25,5,3,0,3,2,Sieg,Sieg
9,33,3,3,2,2,1,Sieg,Sieg
46,8,4,5,2,1,2,Unentschieden,Sieg
27,7,3,3,2,1,2,Unentschieden,Sieg
27,15,2,1,2,1,2,Unentschieden,Sieg
11,14,3,6,4,0,1,Unentschieden,Sieg
27,6,3,5,2,0,3,Unentschieden,Sieg
1,19,7,2,0,5,0,Sieg,Sieg
18,27,4,6,2,0,3,Unentschieden,Sieg
50,28,3,2,2,1,2,Unentschieden,Sieg
2,31,8,3,0,4,1,Sieg,Sieg
29,23,2,2,1,1,3,Unentschieden,Sieg
31,29,3,3,2,1,2,Unentschieden,Sieg
42,36,1,4,2,2,1,Unentschieden,Sieg
17,13,4,6,2,1,2,Unentschieden,Sieg
4,14,8,4,1,3,1,Sieg,Sieg
34,12,2,4,1,1,3,Unentschieden,Sieg
31,11,5,6,4,1,0,Unentschieden,Sieg
47,5,6,9,2,0,2,Unentschieden,Sieg
44,32,5,1,1,2,2,Sieg,Sieg
50,31,4,3,1,2,2,Unentschieden,Sieg
3,6,7,5,1,4,0,Sieg,Sieg
50,38,5,4,2,2,1,Unentschieden,Sieg
22,16,6,1,0,3,2,Sieg,Sieg
50,35,5,5,2,2,1,Unentschieden,Sieg
11,19,7,6,2,2,1,Sieg,Sieg
48,13,4,3,1,2,2,Unentschieden,Sieg
20,9,5,5,1,2,2,Unentschieden,Sieg
1,10,6,2,0,4,1,Sieg,Sieg
4,9,7,8,1,3,1,Sieg,Sieg
42,31,5,4,1,2,2,Unentschieden,Sieg
30,5,1,6,4,0,0,Unentschieden,Sieg
51,37,7,3,2,2,1,Sieg,Sieg
27,13,0,3,2,1,2,Unentschieden,Sieg
37,10,6,2,1,4,0,Sieg,Sieg
30,17,3,2,1,3,1,Sieg,Sieg
23,18,2,8,4,0,1,Unentschieden,Sieg
37,34,4,2,1,3,1,Sieg,Sieg
41,18,5,3,1,3,1,Unentschieden,Sieg
7,10,4,3,2,2,1,Sieg,Sieg
49,21,7,3,2,1,2,Unentschieden,Sieg
23,22,5,3,1,2,2,Sieg,Sieg
32,4,2,3,2,1,0,Unentschieden,Sieg
50,25,0,4,2,1,2,Unentschieden,Sieg
47,18,3,4,2,2,1,Unentschieden,Sieg
21,23,7,2,0,4,1,Sieg,Sieg
10,34,3,6,2,1,2,Unentschieden,Sieg
19,21,6,4,1,4,0,Sieg,Sieg
48,8,6,3,2,3,0,Unentschieden,Sieg
6,28,5,7,2,2,1,Sieg,Sieg
31,13,3,5,3,2,0,Unentschieden,Unentschieden
50,33,4,4,1,3,1,Unentschieden,Unentschieden
22,28,1,4,3,1,1,Unentschieden,Unentschieden
9,9,4,8,2,2,1,Unentschieden,Unentschieden
20,32,4,3,0,2,3,Sieg,Unentschieden
23,20,9,4,3,2,0,Sieg,Unentschieden
31,25,5,5,1,2,2,Unentschieden,Unentschieden
51,11,4,5,1,3,1,Unentschieden,Unentschieden
56,5,2,5,3,0,1,Unentschieden,Unentschieden
40,13,5,5,1,3,1,Unentschieden,Unentschieden
51,4,3,5,1,0,2,Unentschieden,Unentschieden
49,17,3,5,3,2,0,Unentschieden,Unentschieden
25,8,2,7,3,1,1,Unentschieden,Unentschieden
49,10,5,3,2,2,1,Unentschieden,Unentschieden
23,24,4,3,1,2,2,Sieg,Unentschieden
14,10,4,9,1,0,4,Unentschieden,Unentschieden
42,17,3,2,2,1,2,Unentschieden,Unentschieden
55,18,5,4,0,2,3,Unentschieden,Unentschieden
7,18,4,3,0,3,2,Sieg,Unentschieden
16,17,2,5,3,1,1,Unentschieden,Unentschieden
43,4,1,6,2,0,1,Unentschieden,Unentschieden
11,10,1,4,3,1,1,Unentschieden,Unentschieden
30,18,3,3,1,3,1,Unentschieden,Unentschieden
8,11,4,4,1,2,2,Sieg,Unentschieden
32,6,5,1,2,2,1,Sieg,Unentschieden
14,24,3,4,2,3,0,Unentschieden,Unentschieden
42,9,4,4,1,3,1,Unentschieden,Unentschieden
26,18,5,6,3,2,0,Unentschieden,Unentschieden
30,13,3,2,3,2,0,Unentschieden,Unentschieden
53,24,2,6,2,1,2,Unentschieden,Unentschieden
55,20,5,4,1,2,2,Unentschieden,Unentschieden
34,26,3,4,3,0,2,Unentschieden,Unentschieden
24,31,7,7,2,1,2,Unentschieden,Unentschieden
55,10,3,6,3,0,2,Unentschieden,Unentschieden
44,9,4,5,2,1,2,Unentschieden,Unentschieden
18,13,1,2,2,2,1,Sieg,Unentschieden
24,20,4,2,2,3,0,Unentschieden,Unentschieden
48,38,5,3,1,2,2,Unentschieden,Unentschieden
25,18,5,4,2,3,0,Unentschieden,Unentschieden
11,23,0,8,3,2,0,Unentschieden,Unentschieden
43,36,4,1,0,2,3,Sieg,Unentschieden
41,30,2,3,3,1,1,Unentschieden,Unentschieden
27,5,2,5,2,0,2,Unentschieden,Unentschieden
5,26,4,13,2,2,1,Unentschieden,Unentschieden
27,17,5,3,1,3,1,Sieg,Unentschieden
13,9,6,4,2,1,2,Sieg,Unentschieden
48,6,5,3,2,2,1,Unentschieden,Unentschieden
21,29,7,2,1,3,1,Sieg,Unentschieden
38,17,3,3,1,4,0,Unentschieden,Unentschieden
23,21,8,2,2,2,1,Sieg,Unentschieden
54,11,2,4,3,1,1,Unentschieden,Unentschieden
40,33,5,2,2,2,1,Unentschieden,Unentschieden
32,19,4,7,3,1,1,Unentschieden,Unentschieden
31,33,3,6,3,2,0,Unentschieden,Unentschieden
43,15,4,4,3,2,0,Unentschieden,Unentschieden
50,9,4,6,2,0,3,Unentschieden,Unentschieden
35,14,1,7,5,0,0,Unentschieden,Unentschieden
20,22,3,3,2,2,1,Unentschieden,Unentschieden
21,16,3,7,2,2,1,Unentschieden,Unentschieden
53,30,7,1,1,3,1,Sieg,Unentschieden
51,21,0,6,3,1,1,Unentschieden,Unentschieden
50,4,8,5,0,1,2,Sieg,Unentschieden
10,7,5,9,2,2,1,Unentschieden,Unentschieden
49,37,5,10,2,0,3,Unentschieden,Unentschieden
29,26,3,3,1,1,3,Unentschieden,Unentschieden
54,17,0,2,2,0,3,Unentschieden,Unentschieden
11,24,1,7,3,1,1,Unentschieden,Unentschieden
34,6,2,8,3,0,2,Unentschieden,Unentschieden
2,25,4,3,1,4,0,Sieg,Unentschieden
16,14,6,8,2,2,1,Unentschieden,Unentschieden
20,26,6,3,0,2,3,Sieg,Unentschieden
44,24,5,4,1,1,3,Unentschieden,Unentschieden
15,30,4,5,2,2,1,Unentschieden,Unentschieden
18,24,6,5,3,1,1,Unentschieden,Unentschieden
46,18,7,0,2,3,0,Sieg,Niederlage
43,12,6,1,3,2,0,Unentschieden,Niederlage
53,11,3,2,0,2,3,Unentschieden,Niederlage
30,8,4,4,3,1,1,Unentschieden,Niederlage
12,34,2,5,3,1,1,Unentschieden,Niederlage
41,10,6,5,3,1,1,Unentschieden,Niederlage
21,15,7,5,1,3,1,Sieg,Niederlage
56,30,4,4,2,2,1,Unentschieden,Niederlage
14,30,4,5,4,1,0,Unentschieden,Niederlage
10,18,4,4,2,1,2,Unentschieden,Niederlage
48,25,5,2,3,2,0,Unentschieden,Niederlage
41,33,2,5,3,1,1,Unentschieden,Niederlage
46,36,5,8,3,2,0,Unentschieden,Niederlage
24,33,3,7,2,1,2,Unentschieden,Niederlage
36,32,2,3,3,0,2,Unentschieden,Niederlage
10,13,7,6,3,1,1,Sieg,Niederlage
36,5,11,3,1,2,1,Sieg,Niederlage
54,16,1,2,2,0,3,Unentschieden,Niederlage
45,34,5,7,1,2,2,Unentschieden,Niederlage
6,33,7,4,2,3,0,Sieg,Niederlage
8,30,2,6,4,0,1,Unentschieden,Niederlage
3,11,5,3,0,4,1,Sieg,Niederlage
21,14,11,4,1,3,1,Sieg,Niederlage
48,18,2,8,2,2,1,Unentschieden,Niederlage
8,28,1,9,3,0,2,Unentschieden,Niederlage
3,18,1,2,2,3,0,Sieg,Niederlage
3,22,4,3,3,2,0,Unentschieden,Niederlage
52,16,2,3,1,3,1,Unentschieden,Niederlage
51,29,5,8,4,0,1,Unentschieden,Niederlage
36,24,5,5,3,1,1,Unentschieden,Niederlage
26,24,5,3,1,2,2,Sieg,Niederlage
56,18,4,4,2,2,1,Unentschieden,Niederlage
29,15,2,7,2,3,0,Unentschieden,Niederlage
33,11,1,4,3,2,0,Unentschieden,Niederlage
48,9,8,3,1,4,0,Sieg,Niederlage
56,6,3,6,4,0,1,Unentschieden,Niederlage
20,10,8,4,1,2,2,Sieg,Niederlage
36,8,3,8,2,1,2,Unentschieden,Niederlage
15,14,4,9,2,1,2,Unentschieden,Niederlage
16,26,3,3,2,2,1,Unentschieden,Niederlage
41,17,5,3,1,2,2,Unentschieden,Sieg
51,16,3,1,0,2,3,Unentschieden,Sieg
2,30,5,3,1,3,1,Sieg,Sieg
47,6,6,8,2,1,2,Unentschieden,Sieg
22,24,3,3,1,2,2,Sieg,Sieg
6,17,2,4,1,2,2,Sieg,Sieg
31,22,3,3,2,1,2,Unentschieden,Sieg
25,14,6,3,0,3,2,Sieg,Sieg
29,30,3,5,2,1,2,Unentschieden,Sieg
20,34,9,4,1,2,2,Sieg,Sieg
16,8,4,10,3,1,1,Unentschieden,Sieg
4,5,3,6,2,1,1,Unentschieden,Sieg
35,8,8,5,1,3,1,Sieg,Sieg
46,38,5,4,3,1,1,Unentschieden,Sieg
24,23,4,4,2,2,1,Unentschieden,Sieg
14,19,7,3,1,1,3,Sieg,Sieg
4,4,4,9,2,0,1,Unentschieden,Sieg
39,5,5,5,1,1,2,Unentschieden,Sieg
7,25,4,5,2,0,3,Unentschieden,Sieg
28,4,4,3,1,2,0,Unentschieden,Sieg
4,25,5,5,1,3,1,Sieg,Sieg
37,30,3,5,1,2,2,Unentschieden,Sieg
21,34,6,2,1,3,1,Sieg,Sieg
20,16,9,3,3,2,0,Sieg,Sieg
40,32,1,3,2,1,2,Unentschieden,Sieg
10,26,8,10,2,2,1,Sieg,Sieg
16,10,10,5,2,1,2,Sieg,Sieg
42,23,1,5,3,1,1,Unentschieden,Sieg
2,29,6,2,1,3,1,Sieg,Sieg
56,10,1,9,5,0,0,Unentschieden,Sieg
32,15,0,6,3,1,1,Unentschieden,Sieg
25,33,7,5,0,2,3,Sieg,Sieg
44,25,3,2,0,1,4,Unentschieden,Sieg
33,28,2,4,4,1,0,Unentschieden,Sieg
28,17,4,1,2,3,0,Unentschieden,Sieg
10,15,6,9,3,1,1,Unentschieden,Sieg
27,19,3,3,2,2,1,Unentschieden,Sieg
35,32,1,4,2,0,3,Unentschieden,Sieg
1,15,8,0,0,5,0,Sieg,Sieg
9,24,5,4,1,3,1,Sieg,Sieg
7,12,6,2,1,3,1,Sieg,Sieg
38,24,3,4,2,2,1,Unentschieden,Sieg
37,15,2,3,1,2,2,Unentschieden,Sieg
45,22,1,5,3,1,1,Unentschieden,Sieg
3,5,5,4,1,3,0,Sieg,Sieg
43,25,3,1,0,4,1,Sieg,Sieg
28,8,0,3,2,2,1,Unentschieden,Sieg
6,23,2,3,1,3,1,Sieg,Sieg
55,25,2,8,5,0,0,Unentschieden,Sieg
36,9,2,8,3,1,1,Unentschieden,Sieg
39,4,1,3,1,0,2,Unentschieden,Sieg
34,30,1,1,1,0,4,Unentschieden,Sieg
7,33,4,5,1,3,1,Sieg,Sieg
34,13,3,0,1,2,2,Sieg,Sieg
42,5,7,2,0,3,1,Sieg,Sieg
47,24,8,1,1,2,2,Sieg,Sieg
44,35,2,2,1,3,1,Unentschieden,Sieg
35,16,1,6,5,0,0,Unentschieden,Sieg
1,14,8,1,0,5,0,Sieg,Sieg
40,26,5,3,2,1,2,Unentschieden,Sieg
12,20,2,6,2,2,1,Unentschieden,Sieg
1,13,8,3,0,4,1,Sieg,Sieg
54,31,4,1,1,1,3,Unentschieden,Sieg
53,32,5,4,1,3,1,Unentschieden,Sieg
56,22,4,5,3,1,1,Unentschieden,Sieg
26,23,6,5,1,1,3,Sieg,Sieg
37,26,5,1,0,3,2,Sieg,Sieg
34,20,2,4,2,1,2,Unentschieden,Unentschieden
34,7,2,6,3,0,2,Unentschieden,Unentschieden
24,21,4,4,2,2,1,Unentschieden,Unentschieden
22,26,4,2,2,2,1,Unentschieden,Unentschieden
28,6,3,2,2,3,0,Unentschieden,Unentschieden
33,32,4,5,2,2,1,Unentschieden,Unentschieden
35,4,2,3,1,1,1,Unentschieden,Unentschieden
39,26,6,3,0,3,2,Sieg,Unentschieden
49,20,7,2,2,1,2,Sieg,Unentschieden
49,16,3,6,3,2,0,Unentschieden,Unentschieden
21,4,1,6,2,0,1,Unentschieden,Unentschieden
40,6,3,2,1,3,1,Sieg,Unentschieden
10,25,8,8,1,2,2,Sieg,Unentschieden
45,9,4,1,1,3,1,Sieg,Unentschieden
48,21,1,4,4,0,1,Unentschieden,Unentschieden
35,30,1,3,3,0,2,Unentschieden,Unentschieden
28,20,4,5,1,3,1,Unentschieden,Unentschieden
27,33,3,5,3,1,1,Unentschieden,Unentschieden
24,34,1,8,3,1,1,Unentschieden,Unentschieden
55,12,2,3,3,0,2,Unentschieden,Unentschieden
16,9,7,4,2,2,1,Sieg,Unentschieden
8,13,5,7,2,2,1,Sieg,Unentschieden
49,8,3,5,3,2,0,Unentschieden,Unentschieden
12,33,2,5,3,1,1,Unentschieden,Unentschieden
42,14,1,4,3,0,2,Unentschieden,Unentschieden
10,22,8,2,2,2,1,Sieg,Unentschieden
21,22,6,0,0,5,0,Sieg,Unentschieden
30,23,5,1,1,2,2,Sieg,Unentschieden
27,28,4,1,1,3,1,Sieg,Unentschieden
42,13,1,5,2,1,2,Unentschieden,Unentschieden
36,15,0,5,3,0,2,Unentschieden,Unentschieden
31,16,6,7,2,2,1,Unentschieden,Unentschieden
31,34,2,6,3,2,0,Unentschieden,Unentschieden
55,11,2,4,3,0,2,Unentschieden,Unentschieden
7,20,3,7,2,1,2,Unentschieden,Unentschieden
53,19,4,3,2,2,1,Unentschieden,Unentschieden
25,25,3,4,3,2,0,Unentschieden,Unentschieden
52,33,1,5,3,1,1,Unentschieden,Unentschieden
12,7,5,3,2,2,1,Sieg,Unentschieden
25,6,3,7,2,3,0,Unentschieden,Unentschieden
20,21,3,6,2,3,0,Unentschieden,Unentschieden
8,21,4,4,2,3,0,Sieg,Unentschieden
55,32,2,2,3,2,0,Unentschieden,Unentschieden
22,30,5,4,2,1,2,Unentschieden,Unentschieden
29,33,10,1,0,4,1,Sieg,Unentschieden
29,7,4,6,3,1,1,Unentschieden,Unentschieden
47,28,4,6,2,2,1,Unentschieden,Unentschieden
19,22,4,3,1,4,0,Sieg,Unentschieden
35,10,6,5,2,3,0,Unentschieden,Unentschieden
21,13,12,4,1,3,1,Sieg,Unentschieden
11,26,5,2,2,1,2,Sieg,Unentschieden
20,12,7,6,3,2,0,Unentschieden,Unentschieden
6,14,5,4,2,3,0,Sieg,Unentschieden
15,20,3,6,4,1,0,Unentschieden,Unentschieden
6,6,3,5,2,3,0,Sieg,Unentschieden
33,26,3,6,2,2,1,Unentschieden,Unentschieden
42,32,6,1,1,3,1,Sieg,Unentschieden
32,28,2,2,2,2,1,Unentschieden,Unentschieden
30,26,2,3,1,2,2,Unentschieden,Unentschieden
28,19,4,4,1,4,0,Sieg,Unentschieden
16,7,6,8,4,1,0,Unentschieden,Unentschieden
29,12,4,2,0,2,3,Sieg,Unentschieden
22,17,5,0,0,4,1,Sieg,Unentschieden
43,27,4,2,0,3,2,Sieg,Unentschieden
29,22,4,5,1,2,2,Unentschieden,Unentschieden
49,5,4,7,2,2,0,Unentschieden,Unentschieden
36,13,0,1,2,1,2,Unentschieden,Unentschieden
20,7,3,2,0,3,2,Sieg,Unentschieden
44,5,5,2,1,2,1,Sieg,Unentschieden
40,8,2,4,2,1,2,Unentschieden,Unentschieden
35,28,2,5,3,1,1,Unentschieden,Unentschieden
55,15,6,5,1,1,3,Unentschieden,Unentschieden
26,9,3,2,1,2,2,Sieg,Unentschieden
1,8,7,0,0,4,1,Sieg,Unentschieden
33,9,7,4,2,2,1,Sieg,Niederlage
52,23,3,5,4,1,0,Unentschieden,Niederlage
54,25,3,1,1,2,2,Unentschieden,Niederlage
41,22,6,3,0,4,1,Sieg,Niederlage
32,23,5,5,1,2,2,Unentschieden,Niederlage
32,31,2,8,4,0,1,Unentschieden,Niederlage
13,12,3,5,1,1,3,Unentschieden,Niederlage
36,14,0,2,2,1,2,Unentschieden,Niederlage
8,26,1,4,2,1,2,Unentschieden,Niederlage
52,25,6,5,3,1,1,Unentschieden,Niederlage
40,7,3,4,1,2,2,Unentschieden,Niederlage
35,13,0,7,4,1,0,Unentschieden,Niederlage
27,32,5,6,2,2,1,Unentschieden,Niederlage
31,19,1,3,1,1,3,Unentschieden,Niederlage
14,34,1,8,5,0,0,Unentschieden,Niederlage
38,10,6,3,2,3,0,Sieg,Niederlage
18,10,4,7,3,1,1,Unentschieden,Niederlage
12,14,4,6,3,0,2,Unentschieden,Niederlage
16,19,3,9,4,0,1,Unentschieden,Niederlage
34,33,6,6,1,1,3,Unentschieden,Niederlage
54,34,7,4,1,2,2,Niederlage,Niederlage
18,14,1,1,3,1,1,Unentschieden,Niederlage
43,17,4,4,2,2,1,Unentschieden,Niederlage
39,6,5,4,1,2,2,Unentschieden,Niederlage
7,34,6,5,1,3,1,Sieg,Niederlage
15,16,4,7,3,2,0,Unentschieden,Niederlage
49,35,4,4,0,0,5,Unentschieden,Niederlage
55,30,3,5,3,2,0,Unentschieden,Niederlage
12,19,3,1,2,2,1,Sieg,Niederlage
48,29,2,4,3,0,2,Unentschieden,Niederlage
11,15,3,3,3,1,1,Unentschieden,Niederlage
18,4,1,5,3,0,0,Unentschieden,Niederlage
51,25,4,7,3,1,1,Unentschieden,Niederlage
56,28,3,3,2,1,2,Unentschieden,Niederlage
35,11,4,8,2,3,0,Unentschieden,Niederlage
23,27,3,3,1,1,3,Unentschieden,Niederlage
31,12,6,4,3,2,0,Unentschieden,Niederlage
27,22,2,1,2,2,1,Unentschieden,Niederlage
38,14,6,2,1,3,1,Sieg,Niederlage
3,25,2,5,3,1,1,Unentschieden,Niederlage
38,36,6,4,0,3,2,Sieg,Sieg
38,26,4,2,2,3,0,Unentschieden,Sieg
10,23,7,4,1,2,2,Sieg,Sieg
13,6,1,8,3,2,0,Unentschieden,Sieg
39,12,11,0,0,3,2,Sieg,Sieg
41,14,0,4,4,0,1,Unentschieden,Sieg
21,30,7,3,1,3,1,Sieg,Sieg
18,21,1,5,3,1,1,Unentschieden,Sieg
29,29,1,4,2,0,3,Unentschieden,Sieg
44,31,2,2,2,1,2,Unentschieden,Sieg
5,34,7,4,1,3,1,Sieg,Sieg
47,34,5,7,2,2,1,Unentschieden,Sieg
37,6,6,1,1,3,1,Sieg,Sieg
16,4,4,9,2,0,1,Unentschieden,Sieg
2,14,7,6,2,3,0,Sieg,Sieg
11,34,5,2,1,3,1,Sieg,Sieg
20,13,3,7,3,2,0,Unentschieden,Sieg
47,23,5,1,1,2,2,Sieg,Sieg
30,27,1,2,1,1,3,Unentschieden,Sieg
28,33,6,6,3,2,0,Unentschieden,Sieg
6,19,5,3,1,2,2,Sieg,Sieg
51,22,0,7,4,0,1,Unentschieden,Sieg
37,18,5,0,0,4,1,Sieg,Sieg
41,28,2,4,2,1,2,Unentschieden,Sieg
39,27,4,3,0,2,3,Unentschieden,Sieg
56,38,3,2,2,1,2,Unentschieden,Sieg
19,12,3,1,0,3,2,Sieg,Sieg
4,33,3,4,2,2,1,Sieg,Sieg
43,33,3,3,1,1,3,Unentschieden,Sieg
19,33,6,3,0,4,1,Sieg,Sieg
55,19,6,6,1,2,2,Unentschieden,Sieg
48,23,5,4,3,1,1,Unentschieden,Sieg
51,5,5,9,2,0,2,Unentschieden,Sieg
1,7,7,1,0,4,1,Sieg,Sieg
35,6,6,6,2,1,2,Unentschieden,Sieg
39,33,5,1,0,4,1,Sieg,Sieg
47,8,6,5,3,2,0,Unentschieden,Sieg
10,21,4,5,2,1,2,Unentschieden,Sieg
38,5,5,4,0,2,2,Sieg,Sieg
29,31,5,2,1,2,2,Sieg,Sieg
29,32,8,2,1,3,1,Sieg,Sieg
45,13,6,7,2,2,1,Unentschieden,Sieg
24,17,4,3,2,2,1,Unentschieden,Sieg
16,25,4,2,3,1,1,Unentschieden,Sieg
2,34,9,6,0,4,1,Sieg,Sieg
17,28,8,3,1,2,2,Sieg,Sieg
12,23,3,4,2,2,1,Unentschieden,Sieg
41,7,2,4,2,3,0,Unentschieden,Sieg
47,14,1,3,3,0,2,Unentschieden,Sieg
51,7,6,5,2,2,1,Unentschieden,Sieg
19,10,5,0,0,3,2,Sieg,Sieg
5,10,2,4,3,2,0,Unentschieden,Sieg
2,9,6,3,1,3,1,Sieg,Sieg
30,33,2,3,1,0,4,Unentschieden,Sieg
38,35,8,4,0,2,3,Sieg,Sieg
17,31,5,4,1,3,1,Sieg,Sieg
9,11,3,8,4,0,1,Unentschieden,Sieg
32,20,5,7,2,1,2,Unentschieden,Sieg
49,19,2,5,2,1,2,Unentschieden,Sieg
37,17,2,0,1,3,1,Sieg,Sieg
4,18,3,2,1,2,2,Sieg,Sieg
1,26,13,3,0,5,0,Sieg,Sieg
21,18,7,6,2,1,2,Sieg,Sieg
26,29,1,1,2,0,3,Unentschieden,Sieg
53,4,1,6,2,0,1,Unentschieden,Sieg
9,34,4,1,1,3,1,Sieg,Sieg
56,37,1,3,3,0,2,Unentschieden,Sieg
50,18,4,4,2,2,1,Unentschieden,Unentschieden
3,32,7,4,1,3,1,Sieg,Unentschieden
28,29,2,3,2,2,1,Unentschieden,Unentschieden
9,27,4,4,1,2,2,Sieg,Unentschieden
37,21,5,0,0,4,1,Sieg,Unentschieden
16,27,3,3,2,2,1,Unentschieden,Unentschieden
33,22,2,2,2,1,2,Unentschieden,Unentschieden
55,29,4,6,3,2,0,Unentschieden,Unentschieden
53,38,3,3,2,2,1,Unentschieden,Unentschieden
34,19,5,6,2,1,2,Unentschieden,Unentschieden
34,27,3,4,2,0,3,Unentschieden,Unentschieden
12,25,3,2,1,2,2,Sieg,Unentschieden
54,19,2,3,2,0,3,Unentschieden,Unentschieden
26,20,2,5,3,1,1,Unentschieden,Unentschieden
3,21,5,4,3,2,0,Unentschieden,Unentschieden
22,5,3,2,1,2,1,Unentschieden,Unentschieden
44,17,3,2,1,1,3,Unentschieden,Unentschieden
49,23,4,5,2,2,1,Unentschieden,Unentschieden
45,8,6,1,2,3,0,Sieg,Unentschieden
47,12,2,7,3,1,1,Unentschieden,Unentschieden
43,26,4,1,0,4,1,Sieg,Unentschieden
18,25,4,5,2,1,2,Unentschieden,Unentschieden
4,13,6,4,1,4,0,Sieg,Unentschieden
34,29,2,2,1,0,4,Unentschieden,Unentschieden
8,27,1,7,2,1,2,Unentschieden,Unentschieden
29,25,3,1,0,1,4,Sieg,Unentschieden
37,35,6,1,0,4,1,Sieg,Unentschieden
28,26,6,2,1,1,3,Sieg,Unentschieden
48,37,4,5,1,3,1,Unentschieden,Unentschieden
45,20,3,2,2,1,2,Unentschieden,Unentschieden
37,36,5,1,0,3,2,Sieg,Unentschieden
8,14,3,5,3,2,0,Unentschieden,Unentschieden
50,22,6,3,0,3,2,Sieg,Unentschieden
36,27,5,3,2,3,0,Unentschieden,Unentschieden
49,33,2,2,1,1,3,Unentschieden,Unentschieden
26,26,1,6,2,2,1,Unentschieden,Unentschieden
8,6,1,3,2,2,1,Sieg,Unentschieden
53,17,4,4,4,1,0,Unentschieden,Unentschieden
26,27,0,6,2,2,1,Unentschieden,Unentschieden
17,4,5,8,2,0,1,Unentschieden,Unentschieden
10,14,3,7,4,1,0,Unentschieden,Unentschieden
40,4,6,0,0,3,0,Sieg,Unentschieden
47,37,3,0,1,2,2,Sieg,Unentschieden
41,32,0,4,4,1,0,Unentschieden,Unentschieden
55,23,2,6,4,1,0,Unentschieden,Unentschieden
32,14,2,6,2,1,2,Unentschieden,Unentschieden
9,14,4,4,3,2,0,Unentschieden,Unentschieden
34,28,3,4,1,0,4,Unentschieden,Unentschieden
12,4,3,7,2,1,0,Unentschieden,Unentschieden
37,24,8,2,0,3,2,Sieg,Unentschieden
42,26,3,2,2,3,0,Unentschieden,Unentschieden
45,24,5,2,3,2,0,Unentschieden,Unentschieden
34,22,2,3,2,0,3,Unentschieden,Unentschieden
2,18,3,5,3,1,1,Unentschieden,Unentschieden
25,11,6,0,1,2,2,Sieg,Unentschieden
15,32,6,2,2,2,1,Sieg,Unentschieden
4,27,9,2,1,3,1,Sieg,Unentschieden
26,6,6,5,2,2,1,Unentschieden,Unentschieden
54,12,2,4,4,0,1,Unentschieden,Unentschieden
23,16,0,7,2,1,2,Unentschieden,Unentschieden
18,31,4,3,2,2,1,Unentschieden,Unentschieden
13,5,2,5,2,2,0,Unentschieden,Unentschieden
9,18,6,2,0,3,2,Sieg,Unentschieden
54,18,1,3,2,0,3,Unentschieden,Unentschieden
56,4,1,7,3,0,0,Unentschieden,Unentschieden
16,31,4,6,3,1,1,Unentschieden,Unentschieden
46,6,4,6,1,2,2,Unentschieden,Unentschieden
7,17,3,1,0,4,1,Sieg,Unentschieden
54,15,2,2,2,0,3,Unentschieden,Unentschieden
53,7,8,4,1,2,2,Sieg,Unentschieden
38,31,4,1,0,4,1,Sieg,Unentschieden
52,24,4,6,4,1,0,Unentschieden,Unentschieden
50,23,4,2,0,2,3,Sieg,Unentschieden
29,28,1,6,2,1,2,Unentschieden,Unentschieden
13,30,4,5,2,1,2,Unentschieden,Niederlage
11,5,6,5,1,3,0,Sieg,Niederlage
13,4,2,1,1,2,0,Sieg,Niederlage
11,20,7,4,2,2,1,Sieg,Niederlage
32,13,5,5,1,2,2,Unentschieden,Niederlage
37,5,8,2,0,3,1,Sieg,Niederlage
42,10,3,4,1,3,1,Unentschieden,Niederlage
23,23,3,1,0,3,2,Sieg,Niederlage
35,31,0,2,2,0,3,Unentschieden,Niederlage
17,21,4,5,2,2,1,Unentschieden,Niederlage
13,26,4,1,0,2,3,Sieg,Niederlage
44,37,2,3,1,2,2,Unentschieden,Niederlage
56,34,2,3,2,1,2,Unentschieden,Niederlage
16,23,5,7,4,1,0,Unentschieden,Niederlage
